added_date,filtered_tokens
2019-12-26 13:33:01,"['melbourn', 'cricket', 'ground', 'centr', 'wicket', 'might', 'loom', 'object', 'mysteri', 'record', 'crowd', 'throng', 'today', 'prove', 'familiarli', 'oblig', 'steve', 'smith', 'hi', 'triumphant', 'return', 'australian', 'cricket', 'marque', 'occasionsup', 'smith', 'hand', 'australia', 'box', 'day', 'edg']"
2019-12-26 13:12:31,"['northern', 'provinci', 'council', 'former', 'member', 'mk', 'sivajalingam', 'wa', 'ask', 'report', 'terror', 'investig', 'divis', 'tid', 'tomorrow', 'record', 'statement', 'commemor', 'ceremoni', 'organis', 'risk', 'breach', 'nation', 'securitytid', 'summon', 'sivajalingam']"
2019-12-26 12:43:08,"['mp', 'rajitha', 'senaratn', 'lawyer', 'arriv', 'court', 'today', 'file', 'motion', 'seek', 'revers', 'arrest', 'warrant', 'issu', 'dr', 'senaratn', 'decid', 'sorajitha', 'lawyer', 'chang', 'mind', 'petit', 'arrest', 'warrant']"
2019-12-26 15:58:10,"['th', 'tsunami', 'commemor', 'wa', 'held', 'tsunami', 'memori', 'pereliya', 'hikkaduwa', 'gall', 'today', 'mani', 'member', 'famili', 'tsunami', 'victim', 'take', 'part', 'commemor', 'commenc', 'religi', 'observ', 'pix', 'pradeep', 'pathiranath', 'tsunami', 'commemor']"
2019-12-26 07:21:20,"['state', 'minist', 'defenc', 'chamal', 'rajapaksa', 'said', 'alreadi', 'submit', 'cabinet', 'paper', 'seek', 'approv', 'promot', 'polic', 'offic', 'complet', 'ten', 'year', 'servic', 'elig', 'promotionspromot', 'polic', 'offic', 'serv', 'ten', 'year', 'chamal']"
2019-12-26 09:10:27,"['newlyappoint', 'governor', 'central', 'bank', 'sri', 'lanka', 'cbsl', 'deshamanya', 'professor', 'wd', 'lakshman', 'assum', 'duti', 'hi', 'new', 'post', 'decemb', 'governor', 'offic', 'colombonew', 'cb', 'governor', 'prof', 'lakshman', 'assum', 'duti']"
2019-12-26 09:09:41,"['tuesday', 'befor', 'christma', 'bank', 'reach', 'consensu', 'govern', 'go', 'small', 'medium', 'enterpris', 'sme', 'loan', 'moratorium', 'spark', 'uneas', 'within', 'countri', 'bank', 'sectorbank', 'govt', 'reach', 'consensu', 'sme', 'loan', 'moratorium']"
2019-12-26 09:08:39,"['novemb', 'headlin', 'inflat', 'measur', 'yearonyear', 'yoy', 'chang', 'nation', 'consum', 'price', 'index', 'ncpi', 'fell', 'sharpli', 'percent', 'percent', 'octob', 'partli', 'due', 'statist', 'effect', 'higher', 'base', 'prevail', 'year', 'earlier', 'ea', 'food', 'nonfood', 'pricescountrywid', 'inflat', 'nov', 'sharpli']"
2019-12-26 09:07:04,"['research', 'arm', 'invest', 'bank', 'unit', 'ha', 'lower', 'probabl', 'polici', 'rate', 'cut', 'percent', 'previous', 'project', 'percent', 'amid', 'sweep', 'tax', 'cut', 'loan', 'moratorium', 'announc', 'small', 'medium', 'enterpris', 'sme', 'loanshefti', 'tax', 'cut', 'moratorium', 'trim', 'rate', 'cut', 'probabl', 'say', 'first', 'capit']"
2019-12-26 09:05:46,"['asian', 'develop', 'bank', 'adb', 'ha', 'sign', 'u', 'million', 'financ', 'facil', 'pt', 'sasl', 'son', 'indonesia', 'ptsasl', 'subsidiari', 'silvermil', 'group', 'one', 'sri', 'lanka', 'largest', 'manufactur', 'export', 'coconutbas', 'product', 'expand', 'group', 'oper', 'indonesiasilvermil', 'group', 'expand', 'oper', 'indonesia', 'u', 'mn', 'adb', 'loan']"
2019-12-26 09:04:55,"['sri', 'lanka', 'vehicl', 'registr', 'led', 'motorcycl', 'motorcar', 'threewheel', 'fell', 'novemb', 'accord', 'vehicl', 'registr', 'data', 'compil', 'jb', 'secur', 'colombobas', 'equiti', 'brokerag', 'research', 'housenov', 'vehicl', 'registr', 'elect']"
2019-12-26 09:03:50,"['jaykay', 'market', 'servic', 'pvt', 'ltd', 'retail', 'arm', 'john', 'keell', 'hold', 'plc', 'oper', 'keell', 'supermarket', 'ha', 'chosen', 'manthan', 'system', 'vendor', 'link', 'solut', 'enabl', 'supplier', 'collabor', 'platform', 'part', 'digit', 'transform', 'journeykeel', 'partner', 'bangalorebas', 'manthan', 'power', 'supplier', 'collabor']"
2019-12-26 08:19:24,"['renown', 'hindi', 'author', 'ganga', 'prasad', 'vimal', 'hi', 'two', 'famili', 'member', 'kill', 'recent', 'southern', 'expressway', 'e', 'accid', 'monday', 'polic', 'saidexpressway', 'accid', 'renown', 'hindi', 'author', 'hi', 'two', 'famili', 'member', 'die']"
2019-12-26 09:23:33,"['quit', 'happi', 'new', 'presid', 'gotabaya', 'rajapaksa', 'hi', 'elect', 'manifesto', 'ha', 'given', 'undertak', 'addit', 'univers', 'place', 'found', 'student', 'qualifi', 'gce', 'al', 'examsa', 'practic', 'solut', 'affili', 'univers', 'colleg']"
2019-12-25 21:07:20,"['cabinet', 'memorandum', 'ha', 'submit', 'acquir', 'acr', 'land', 'alloc', 'previou', 'govern', 'homagama', 'tech', 'citi', 'project', 'put', 'higher', 'educ', 'facil', 'minist', 'said', 'yesterdayhomagama', 'tech', 'citi', 'project', 'cabinet', 'approv', 'sought', 'acquir', 'acr']"
2019-12-26 07:27:55,"['friend', 'poacher', 'wa', 'kill', 'hi', 'gunshot', 'aim', 'gun', 'wild', 'boar', 'earli', 'yesterday', 'hunt', 'anoth', 'friend', 'pothuhera', 'polic', 'saidgun', 'shot', 'aim', 'wild', 'boar', 'kill', 'friend']"
2019-12-25 21:01:54,"['presid', 'gotabaya', 'rajapaksa', 'ha', 'order', 'cabinet', 'minist', 'issu', 'gazett', 'notif', 'announc', 'subject', 'area', 'institut', 'assign', 'state', 'minist', 'accord', 'cabinet', 'decis', 'taken', 'recent', 'daili', 'mirror', 'learnsstat', 'minist', 'receiv', 'subject', 'institut']"
2019-12-26 07:18:21,"['senior', 'offic', 'attach', 'crimin', 'investig', 'depart', 'cid', 'said', 'yesterday', 'former', 'minist', 'rajitha', 'senaratn', 'arrest', 'warrant', 'issu', 'controversi', 'statement', 'made', 'dure', 'white', 'van', 'medium', 'brief', 'present', 'hi', 'resid', 'locat', 'colombo', 'beruwalarajitha', 'miss', 'cid']"
2019-12-26 09:59:15,"['presid', 'gotabaya', 'rajapaksa', 'ha', 'order', 'cabinet', 'minist', 'issu', 'gazett', 'notif', 'announc', 'subject', 'area', 'institut', 'assign', 'state', 'minist', 'accord', 'cabinet', 'decis', 'taken', 'recstat', 'minist', 'receiv', 'subject', 'institut']"
2019-12-26 00:34:07,"['first', 'glanc', 'genderbas', 'violenc', 'gbv', 'may', 'seem', 'like', 'anoth', 'issu', 'world', 'appli', 'life', 'truth', 'risk', 'experienc', 'gbv', 'veri', 'next', 'second', 'would', 'complet', 'unawar', 'occurr', 'due', 'normal', 'act', 'dure', 'life', 'u', 'encount', 'form', 'gbv', 'could', 'form', 'domesticgend', 'base', 'violenc', 'take', 'girl', 'woman', 'grant', 'root', 'caus']"
2019-12-26 10:37:00,"['sri', 'lanka', 'place', 'kick', 'sensat', 'thilinawijesingh', 'face', 'hefti', 'ban', 'test', 'posit', 'ban', 'substanc', 'kandi', 'fullback', 'ha', 'consist', 'perform', 'interclub', 'leagu', 'rugbi', 'tournament', 'last', 'year', 'pave', 'way', 'wear', 'nation', 'jersey', 'format', 'former', 'dharmaraja', 'star', 'cwijesingh', 'face', 'definit', 'ban']"
2019-12-26 10:28:27,"['parliamentarian', 'arrest', 'sent', 'sri', 'lanka', 'transport', 'board', 'sltb', 'restroom', 'welikada', 'prison', 'transport', 'minist', 'mahinda', 'amaraweera', 'said', 'comment', 'condit', 'sltb', 'crew', 'restroom', 'wa', 'anarrest', 'minist', 'sent', 'sltb', 'restroom', 'welikada', 'amaraweera']"
2019-12-26 10:00:52,"['midnight', 'mass', 'wa', 'held', 'st', 'sebastian', 'church', 'katuwapitiya', 'celebr', 'birth', 'jesu', 'christ', 'archbishop', 'colombo', 'malcolm', 'ranjith', 'conduct', 'servic', 'wound', 'easter', 'sunday', 'attack', 'april', 'particip', 'christma', 'midnight', 'massmidnight', 'mass', 'st', 'sebastian', 'church']"
2019-12-26 00:18:04,"['sri', 'lanka', 'nation', 'give', 'gener', 'needi', 'dure', 'time', 'troubl', 'catastroph', 'donat', 'peopl', 'bother', 'cast', 'race', 'religion', 'saw', 'support', 'empathi', 'show', 'toward', 'christian', 'commun', 'recov', 'easter', 'sunday', 'bombingsextremist', 'element', 'twist', 'faith']"
2019-12-26 10:30:34,"['navi', 'rescu', 'sea', 'turtl', 'thal', 'sewana', 'beach', 'area', 'kankesanthurei', 'yesterday', 'morn', 'accordingli', 'injur', 'full', 'grown', 'sea', 'turtl', 'wash', 'reef', 'thal', 'sewana', 'beach', 'area', 'wa', 'rescu', 'navi', 'bring', 'rescu', 'anim', 'shore', 'wa', 'hand', 'depart', 'wildlif', 'conserv', 'kilinochchi', 'region', 'offic', 'treatmenta', 'sea', 'turtl', 'rescu', 'navi']"
2019-12-26 10:13:05,"['address', 'cabinet', 'sub', 'committe', 'cost', 'live', 'first', 'time', 'presidenti', 'secretariat', 'presid', 'gotabaya', 'rajapaksa', 'ha', 'instruct', 'offici', 'follow', 'scientif', 'method', 'purchas', 'huse', 'scientif', 'method', 'purchas', 'harvest', 'next', 'season', 'prez']"
2019-12-26 10:11:29,"['former', 'minist', 'patali', 'champika', 'ranawaka', 'said', 'yesterday', 'former', 'minist', 'rajitha', 'senaratn', 'wa', 'abscond', 'would', 'appear', 'court', 'right', 'timerajitha', 'appear', 'court', 'right', 'time']"
2019-12-26 10:14:44,"['rare', 'annular', 'solar', 'eclips', 'visibl', 'sri', 'lanka', 'thi', 'morn', 'nine', 'year', 'professor', 'chandana', 'jayaratn', 'colombo', 'univers', 'depart', 'physic', 'saidrar', 'solar', 'eclips', 'thi', 'morn', 'nine', 'year', 'next']"
2019-12-26 10:05:40,"['cabinet', 'memorandum', 'ha', 'submit', 'acquir', 'acr', 'land', 'alloc', 'previou', 'govern', 'homagama', 'tech', 'citi', 'project', 'put', 'higher', 'educ', 'facil', 'minist', 'said', 'yesterdayhomagama', 'tech', 'citi', 'project', 'becom', 'higher', 'educ', 'hub']"
2019-12-26 10:39:24,"['newlyreleas', 'movi', 'version', 'cat', 'suffer', 'anoth', 'embarrass', 'moment', 'fan', 'notic', 'judi', 'dench', 'hand', 'wa', 'clearli', 'visibl', 'one', 'scene', 'tom', 'hooper', 'highbudget', 'blockbust', 'wa', 'releas', 'last', 'friday', 'wa', 'pan', 'critic', 'lastminut', 'edit', 'made', 'day', 'befor', 'premier', 'latest', 'faux', 'pax', 'hit', 'movi', 'saw', 'judi', 'charact', 'old', 'deuteronomi', 'one', 'scene', 'hand', 'complet', 'appear', 'tocat', 'fan', 'slam', 'beleagu', 'film']"
2019-12-26 10:32:29,"['presid', 'gotabhaya', 'rajapaksa', 'wish', 'christian', 'sri', 'lanka', 'around', 'world', 'merri', 'christma', 'fill', 'joy', 'prosper', 'jesu', 'teach', 'forgiv', 'human', 'love', 'spread', 'across', 'countri', 'said', 'hischristma', 'messag']"
2019-12-26 10:26:58,"['soldier', 'attach', 'bogaswewa', 'camp', 'admit', 'anuradhapura', 'armi', 'base', 'hospit', 'injuri', 'hi', 'neck', 'militari', 'spokesman', 'brigadi', 'chandana', 'wickramasingh', 'saidsoldi', 'hospitalis', 'injuri', 'miss', 'weapon', 'found', 'hous', 'kekirawa']"
2019-12-26 10:23:42,"['senior', 'offic', 'attach', 'crimin', 'investig', 'depart', 'cid', 'said', 'yesterday', 'former', 'minist', 'rajitha', 'senaratn', 'arrest', 'warrant', 'issu', 'relat', 'white', 'van', 'medium', 'brief', 'hi', 'resid', 'locat', 'colombo', 'beruwalarajitha', 'miss', 'cid']"
2019-12-26 10:09:32,"['provis', 'code', 'crimin', 'procedur', 'arrest', 'person', 'statement', 'made', 'medium', 'confer', 'unp', 'mp', 'said', 'yesterdayno', 'provis', 'arrest', 'anyon', 'medium', 'confer', 'statement', 'unp', 'mp']"
2019-12-26 10:02:40,"['three', 'foreign', 'tourist', 'includ', 'one', 'doctor', 'two', 'lawyer', 'lodg', 'polic', 'complaint', 'last', 'tuesday', 'lodg', 'occupi', 'dambulla', 'charg', 'fail', 'maintain', 'hygien', 'conditionsgrubbi', 'lodg', 'refus', 'refund', 'unhappi', 'tourist']"
2019-12-26 10:33:37,"['independ', 'commiss', 'appoint', 'investig', 'alleg', 'fraud', 'occur', 'contract', 'issu', 'latest', 'drive', 'licenc', 'introduc', 'depart', 'motor', 'traffic', 'dmt', 'transport', 'servic', 'manag', 'minist', 'mahinda', 'amaraweera', 'said', 'minist', 'wa', 'speak', 'meet', 'held', 'group', 'offici', 'dmt', 'colombo', 'offici', 'said', 'loss', 'incur', 'pas', 'peopl', 'minist', 'amaraweera', 'said', 'cedriv', 'licenc', 'issu', 'exorbit', 'cost', 'r', 'independ', 'commiss', 'probe', 'edriv', 'licenc', 'project', 'minist']"
2019-12-26 10:07:05,"['state', 'minist', 'defenc', 'chamal', 'rajapaksa', 'said', 'alreadi', 'submit', 'cabinet', 'paper', 'seek', 'approv', 'promot', 'polic', 'offic', 'complet', 'ten', 'year', 'servic', 'elig', 'promotionscabinet', 'paper', 'sought', 'approv', 'promot', 'polic', 'offic', 'serv', 'ten', 'year']"
2019-12-26 10:04:12,"['friend', 'poacher', 'wa', 'kill', 'hi', 'gunshot', 'aim', 'gun', 'wild', 'boar', 'earli', 'yesterday', 'hunt', 'anoth', 'friend', 'pothuhera', 'polic', 'saidgunshot', 'aim', 'wild', 'boar', 'kill', 'friend']"
2019-12-26 10:22:35,"['best', 'solut', 'issu', 'sri', 'lankan', 'tamil', 'tamil', 'nadu', 'would', 'return', 'motherland', 'vote', 'island', 'nation', 'matter', 'veri', 'much', 'welfar', 'tamil', 'said', 'bharatiya', 'janata', 'parti', 'leader', 'l', 'ganesansri', 'lankan', 'tamil', 'go', 'back', 'bjp', 'leader']"
2019-12-26 00:10:32,"['one', 'month', 'offic', 'presid', 'gotabaya', 'rajapaksa', 'knock', 'hi', 'govern', 'shape', 'gotabaya', 'continu', 'appoint', 'head', 'statutori', 'board', 'overse', 'implement', 'hi', 'plan', 'underscor', 'fact', 'thing', 'track', 'keep', 'hi', 'wishespresid', 'seek', 'departur', 'tradit', 'path']"
2019-12-25 23:58:15,"['team', 'univers', 'moratuwa', 'st', 'place', 'premier', 'ieee', 'bibe', 'intern', 'brain', 'comput', 'interfac', 'hackathon', 'held', 'athen', 'greec', 'octob', 'thi', 'year', 'competit', 'wa', 'organis', 'brnio', 'conjunct', 'th', 'ieee', 'intern', 'confer', 'bioinformat', 'bio', 'engin', 'moratuwa', 'uni', 'grab', 'st', 'place', 'ieee', 'bibe', 'brain', 'comput', 'interfac', 'hackathon']"
2019-12-25 23:52:21,"['eastern', 'provinc', 'home', 'mani', 'war', 'widow', 'forc', 'becom', 'breadwinn', 'famili', 'upon', 'death', 'disappear', 'husband', 'year', 'war', 'still', 'destitut', 'go', 'place', 'place', 'odd', 'job', 'educ', 'skill', 'enough', 'take', 'dignifi', 'job', 'recal', 'last', 'sawscream', 'desper']"
2019-12-25 23:01:24,"['appoint', 'state', 'institut', 'escap', 'critic', 'thi', 'natur', 'countri', 'meritocraci', 'spice', 'rhetor', 'rare', 'get', 'inscrib', 'recruit', 'process', 'easi', 'right', 'person', 'place', 'right', 'posit', 'even', 'polit', 'involvementrecruit', 'conundrum', 'loyalti', 'compet', 'cotermin']"
2019-12-25 22:47:33,"['dedic', 'thi', 'column', 'christian', 'sri', 'lanka', 'join', 'two', 'billion', 'christian', 'around', 'world', 'celebr', 'birth', 'jesu', 'bethlehem', 'two', 'thousand', 'year', 'ago', 'caesar', 'augustu', 'wa', 'emperor', 'rome', 'held', 'sway', 'land', 'jesu', 'hi', 'birth', 'wa', 'wrap', 'swaddl', 'cloth', 'place', 'manger', 'becaus', 'wa', 'place', 'inn', 'christma', 'god', 'love', 'flow', 'u', 'jesu']"
2019-12-25 19:21:42,"['parliamentarian', 'arrest', 'sent', 'sri', 'lanka', 'transport', 'board', 'sltb', 'restroom', 'welikada', 'prison', 'transport', 'minist', 'mahinda', 'amaraweera', 'said', 'comment', 'condit', 'sltb', 'crew', 'restroomsarrest', 'minist', 'sent', 'sltb', 'restroom', 'welikada', 'amaraweera']"
2019-12-25 19:04:08,"['special', 'commod', 'levi', 'import', 'potato', 'ha', 'reduc', 'r', 'r', 'effect', 'midnight', 'today', 'financ', 'ministri', 'saidimport', 'levi', 'potato', 'halv', 'rskg']"
2019-12-25 18:35:55,"['former', 'minist', 'patali', 'champika', 'ranawaka', 'said', 'yesterday', 'former', 'minist', 'rajitha', 'senaratn', 'wa', 'abscond', 'would', 'appear', 'court', 'right', 'timerajitha', 'appear', 'court', 'right', 'time', 'champika']"
2019-12-25 17:38:09,"['provis', 'code', 'crimin', 'procedur', 'arrest', 'person', 'statement', 'made', 'medium', 'confer', 'unp', 'mp', 'said', 'todayno', 'provis', 'arrest', 'anyon', 'medium', 'confer', 'statement', 'unp', 'mp']"
2019-12-25 17:02:50,"['sri', 'lanka', 'place', 'kick', 'sensat', 'thilina', 'wijesingh', 'face', 'hefti', 'ban', 'test', 'posit', 'ban', 'substancewijesingh', 'face', 'definit', 'ban']"
2019-12-25 16:22:05,"['best', 'solut', 'issu', 'sri', 'lankan', 'tamil', 'tamil', 'nadu', 'would', 'return', 'motherland', 'vote', 'island', 'nation', 'matter', 'veri', 'much', 'welfar', 'tamil', 'said', 'bharatiya', 'janata', 'parti', 'leader', 'l', 'ganesansri', 'lankan', 'tamil', 'go', 'back', 'bjp', 'leader']"
2019-12-31 20:54:32,"['sever', 'road', 'colombo', 'seen', 'desert', 'peopl', 'return', 'home', 'outsid', 'colombo', 'christma', 'celebr', 'pix', 'kushan', 'pathirajacolombo', 'desert']"
2019-12-25 14:59:02,"['weapon', 'wa', 'taken', 'away', 'armi', 'soldier', 'wa', 'found', 'hous', 'kekirawa', 'thi', 'afternoon', 'militari', 'spokesman', 'brigadi', 'chandana', 'wickramasingh', 'saidassault', 'soldier', 'weapon', 'found']"
2019-12-25 13:13:18,"['address', 'first', 'cabinet', 'sub', 'committe', 'cost', 'live', 'presidenti', 'secretariat', 'presid', 'gotabaya', 'rajapaksa', 'yesterday', 'instruct', 'offici', 'follow', 'scientif', 'method', 'purchas', 'harvest', 'next', 'seasonus', 'scientif', 'method', 'purchas', 'harvest', 'next', 'season', 'prez']"
2019-12-25 13:10:44,"['soldier', 'attach', 'bogaswewa', 'camp', 'ha', 'admit', 'anuradhapura', 'armi', 'base', 'hospit', 'injuri', 'hi', 'neck', 'militari', 'spokesman', 'brigadi', 'chandana', 'wickramasingh', 'saidsoldi', 'hospitalis', 'injuri']"
2019-12-25 12:04:05,"['independ', 'commiss', 'ha', 'appoint', 'investig', 'alleg', 'fraud', 'occur', 'contract', 'issu', 'latest', 'drive', 'licenc', 'introduc', 'depart', 'motor', 'traffic', 'dmt', 'transport', 'servic', 'manag', 'minist', 'mahinda', 'amaraweera', 'saidindepend', 'commiss', 'probe', 'edriv', 'licenc', 'project', 'minist']"
2019-12-25 12:19:03,"['rare', 'annular', 'solar', 'eclips', 'visibl', 'sri', 'lanka', 'tomorrow', 'nine', 'year', 'professor', 'chandana', 'jayaratn', 'depart', 'physic', 'colombo', 'univers', 'saida', 'rare', 'solar', 'eclips', 'tomorrow', 'nine', 'year', 'next']"
2019-12-25 15:59:34,"['wish', 'sri', 'lankan', 'christian', 'holi', 'peac', 'christma', 'prime', 'minist', 'mahinda', 'rajapaksa', 'said', 'new', 'govern', 'wa', 'commit', 'task', 'dispel', 'dark', 'religi', 'terror', 'restor', 'secur', 'peac', 'motherlandgovt', 'commit', 'dispel', 'dark', 'religi', 'terror', 'pm']"
2019-12-25 16:06:54,"['presid', 'gotabhaya', 'rajapaksa', 'wish', 'christian', 'sri', 'lanka', 'around', 'world', 'merri', 'christma', 'fill', 'joy', 'prosper', 'jesu', 'teach', 'forgiv', 'human', 'love', 'spread', 'across', 'countryr', 'mean', 'christma', 'make', 'live', 'meaning', 'prez']"
2019-12-25 06:16:23,"['twitter', 'user', 'ask', 'updat', 'twitter', 'android', 'app', 'prevent', 'hacker', 'control', 'user', 'account', 'access', 'person', 'data', 'inform', 'technolog', 'societi', 'sri', 'lanka', 'itssl', 'saidandroid', 'user', 'advis', 'updat', 'twitter', 'immedi', 'itssl']"
2019-12-25 06:44:13,"['midnight', 'mass', 'wa', 'held', 'st', 'sebastian', 'church', 'katuwapitiya', 'celebr', 'birth', 'jesu', 'christ', 'pictur', 'show', 'archbishop', 'colombo', 'malcolm', 'ranjith', 'conduct', 'servic', 'wound', 'easter', 'sunday', 'attack', 'april', 'particip', 'christma', 'midnight', 'mass', 'pix', 'pradeep', 'pathiranamidnight', 'mass', 'st', 'sebastian', 'church']"
2019-12-25 05:54:42,"['transport', 'servic', 'manag', 'minist', 'mahinda', 'amaraweera', 'ha', 'taken', 'step', 'ban', 'loud', 'music', 'play', 'privat', 'passeng', 'transport', 'buse', 'januari', 'jar', 'music', 'passeng', 'buse']"
2019-12-24 21:45:14,"['unit', 'nation', 'parti', 'unp', 'hesit', 'form', 'new', 'govern', 'show', 'major', 'parliament', 'present', 'regim', 'continu', 'polit', 'victimis', 'mp', 'wijepala', 'hettiarachchi', 'said', 'yesterdayunp', 'form', 'new', 'govt', 'need', 'aris', 'wijepala']"
2019-12-25 06:02:57,"['propos', 'amend', 'unhrc', 'resolut', 'octob', 'cosponsor', 'u', 'sri', 'lanka', 'allegedli', 'without', 'knowledg', 'consent', 'presid', 'govern', 'intern', 'relat', 'state', 'minist', 'susil', 'premajayantha', 'said', 'yesterdaygovt', 'propos', 'amend', 'session']"
2019-12-24 21:10:47,"['lanka', 'selfemploy', 'profession', 'nation', 'threewheel', 'feder', 'ha', 'decid', 'reduc', 'fare', 'first', 'kilometr', 'r', 'r', 'second', 'kilometr', 'januari', 'trishaw', 'fare', 'reduc', 'jan']"
2019-12-25 00:41:03,"['jesu', 'job', 'save', 'angel', 'said', 'afraid', 'behold', 'bring', 'good', 'tide', 'great', 'joy', 'peopl', 'born', 'thi', 'day', 'citi', 'david', 'saviour', 'christ', 'lord', 'luke', 'jesu', 'everyth', 'u']"
2019-12-25 00:37:09,"['dream', 'joseph', 'understand', 'realli', 'think', 'wa', 'birthday', 'celebr', 'son', 'think', 'wa', 'wa', 'peopl', 'prepar', 'six', 'weeksmari', 'christma', 'dream']"
2019-12-25 00:33:03,"['thoma', 'jefferson', 'wa', 'vice', 'presid', 'unit', 'state', 'wa', 'railroad', 'world', 'broad', 'highway', 'road', 'crook', 'muddi', 'rough', 'man', 'oblig', 'go', 'one', 'citi', 'anoth', 'often', 'rode', 'horseback', 'jolt', 'along', 'mud', 'mire', 'expo', 'wind', 'weatherth', 'unrecognis', 'king']"
2019-12-25 00:30:01,"['world', 'onc', 'bless', 'fresh', 'opportun', 'celebr', 'christma', 'festiv', 'profoundli', 'religi', 'event', 'take', 'great', 'import', 'becaus', 'perenni', 'echo', 'tradit', 'ageold', 'messag', 'peac', 'second', 'import', 'issu', 'intertwin', 'one', 'human', 'digniti', 'human', 'right', 'christian', 'bestow', 'thi', 'festiv', 'season', 'thechristma', 'cri', 'digniti', 'human', 'right']"
2019-12-25 00:20:46,"['parent', 'bombard', 'whatsapp', 'misinform', 'even', 'abus', 'stand', 'india', 'new', 'citizenship', 'law', 'young', 'woman', 'hide', 'ident', 'social', 'medium', 'voic', 'outrag', 'find', 'altern', 'familieswhatsapp', 'war', 'india', 'protest', 'divid', 'famili']"
2019-12-25 00:14:38,"['year', 'ago', 'god', 'father', 'sent', 'gift', 'love', 'thi', 'world', 'thi', 'preciou', 'gift', 'wa', 'wrap', 'swaddl', 'cloth', 'laid', 'manger', 'thu', 'wa', 'powerless', 'god', 'wa', 'manifest', 'infant', 'child', 'hi', 'son', 'sent', 'demonstr', 'world', 'power', 'hi', 'love', 'ever', 'wa', 'opportun', 'god', 'enact', 'hi', 'plan', 'majesticlet', 'rememb', 'christ', 'reason', 'thi', 'season']"
2019-12-25 00:08:09,"['polit', 'wa', 'happen', 'year', 'sri', 'lanka', 'polit', 'bungl', 'yahapalana', 'regim', 'end', 'regim', 'chang', 'befor', 'dawn', 'anoth', 'yearyearend', 'polit', 'review', 'true', 'conscienc']"
2019-12-24 23:59:01,"['oh', 'mari', 'joseph', 'shepherd', 'birth', 'jesu', 'wa', 'good', 'news', 'allbirth', 'jesu']"
2019-12-24 23:50:11,"['wish', 'reader', 'merri', 'christma', 'believ', 'jesu', 'christ', 'saviour', 'joy', 'news', 'salvat', 'death', 'dark', 'deliver', 'etern', 'life', 'well', 'peac', 'joy', 'reconcili', 'christma', 'messag', 'bringswish', 'white', 'christma', 'black', 'easter']"
2019-12-24 23:46:09,"['christma', 'today', 'mark', 'birth', 'christ', 'jesu', 'need', 'go', 'far', 'beyond', 'birthday', 'parti', 'famili', 'reunion', 'becaus', 'thi', 'histor', 'event', 'manifest', 'god', 'unend', 'unfail', 'unlimit', 'unmerit', 'love', 'peopl', 'race', 'religion', 'throughout', 'world', 'freeli', 'receiv', 'thi', 'divin', 'merci', 'compassion', 'everforgiv', 'love', 'freeli', 'need', 'tochristma', 'parabl', 'fourth', 'wise', 'man']"
2019-12-24 23:18:57,"['middl', 'order', 'batsman', 'chamara', 'kapugedara', 'ha', 'retir', 'form', 'cricket', 'repres', 'sri', 'lanka', 'odi', 'ti', 'matcheskapugedara', 'retir', 'form', 'cricket']"
2019-12-24 23:15:34,"['sri', 'lanka', 'new', 'field', 'coach', 'shane', 'mcdermott', 'play', 'tasmania', 'institut', 'sport', 'team', 'wicketkeep', 'believ', 'would', 'abl', 'play', 'major', 'role', 'improv', 'standard', 'sri', 'lankan', 'fieldingkeep', 'abil', 'defin', 'game', 'say', 'mcdermott']"
2019-12-24 21:06:26,"['podujana', 'privat', 'bu', 'oper', 'associ', 'ppboa', 'today', 'said', 'discus', 'govern', 'abolish', 'semi', 'luxuri', 'bu', 'servic', 'suggest', 'oper', 'longdist', 'night', 'serviceapp', 'continu', 'semiluxuri', 'bu', 'servic']"
2019-12-24 21:49:10,"['sever', 'place', 'colombo', 'citi', 'seen', 'adorn', 'light', 'decor', 'ahead', 'christma', 'pix', 'pradeep', 'pathiranachristma', 'decor']"
2019-12-24 21:05:23,"['prison', 'inmat', 'jailor', 'welikada', 'prison', 'admit', 'colombo', 'nation', 'hospit', 'gunshot', 'injuri', 'thi', 'even', 'hospit', 'sourc', 'saidinm', 'jailor', 'injur', 'shootout', 'welikada', 'prison']"
2019-12-24 19:36:42,"['pivithuru', 'hela', 'urumaya', 'phu', 'leader', 'udaya', 'gammanpila', 'said', 'today', 'former', 'minist', 'patali', 'champika', 'ranawaka', 'wa', 'arrest', 'connect', 'mere', 'traffic', 'offenc', 'claim', 'unp', 'mp', 'sever', 'allegationsit', 'mere', 'traffic', 'offenc', 'gammanpila']"
2019-12-24 17:16:19,"['arrest', 'warrant', 'wa', 'today', 'issu', 'colombo', 'addit', 'magistr', 'bandara', 'nelumdeniya', 'arrest', 'former', 'minist', 'rajitha', 'senaratnearrest', 'warrant', 'issu', 'rajitha']"
2019-12-24 16:32:38,"['support', 'govern', 'develop', 'process', 'podujana', 'privat', 'bu', 'oper', 'associ', 'ppboa', 'today', 'decid', 'accept', 'six', 'per', 'cent', 'bu', 'fare', 'increment', 'increas', 'bu', 'fare', 'juli', 'bu', 'fare', 'increment', 'juli', 'privat', 'bu', 'oper']"
